
,,,,,,,,;
,,,,,,,,,;
,,,,,,,,,;
,,,,,,,,,;
,,,,,,,,,;
,,,,,,,,,;
,,,,,,,,,;
,,,,,,,,,;
,,,,,,,,,;
,,,,,,,,,;
,,,,,,,,,;
,,,,,,,,,;
,,,,,,,,,;
artem;fedorchenko;name;mr;21;fedorcenkoartem62@gmail.com;000-000-000;2023-03-09;comment;";"
artem;fedorchenko;name;mr;21;fedorcenkoartem62@gmail.com;000-000-000;2023-03-09;comment;";"
artem;fedorchenko;name;mr;21;fedorcenkoartem62@gmail.com;000-000-000;2023-03-09;comment;";"
artem;fedorchenko;name;mr;21;fedorcenkoartem62@gmail.com;000-000-000;2023-03-09;comment;";"
artem;fedorchenko;name;mr;21;fedorcenkoartem62@gmail.com;000-000-000;2023-03-09;comment;";"
artem;fedorchenko;name;mr;21;fedorcenkoartem62@gmail.com;000-000-000;2023-03-09;"comment and another comment";";"
art;fed;gol;mr;21;artfed@ttu.ee;000-000-000;2023-03-09;com;";"
art;fed;gol;mr;21;artfed@ttu.ee;000-000-000;2023-03-09;com;";"
artem;fedorchenko;a;mr;21;artfed@ttu.ee;000-000-000;2023-03-02;comment;";"
artem;fedorchenko;artem;mr;21;artfed@ttu.ee;000-000-000;2023-03-02;comment;";"
artem;fedorchenko;gol;mr;21;artfed@ttu.ee;000-000-000;2023-03-02;@comment;";"
artem;fedorchenko;gol;mr;21;artfed@ttu.ee;000-000-000;2023-03-02;@comment;";"
artem;diego;fedorchenko;mr;21;artfed@ttu.ee;000-000-000;2023-03-13;comment
Artem;Gonsalez;Fedorchuk;doctor;21;artfed@ttu.ee;000-000-000;2023-03-16;"my new comment"
Artem;;Fedorchuk;;21;artfed@ttu.ee;;2023-03-15;
Artem;Fedorchenko;Doe;mr;21;artfed@ttu.ee;000-000-000;2023-03-16;comment
Artem;Fedorchenko;Doe;mr;21;artfed@ttu.ee;000-000-000;2023-03-16;comment
Artem;Fedorchenko;Doe;mr;21;artfed@ttu.ee;000-000-000;2023-03-16;comment
Artem;Fedorchenko;Doe;mr;21;artfed@ttu.ee;000-000-000;2023-03-16;comment
Artem;Fedorchenko;Doe;mr;21;artfed@ttu.ee;000-000-000;2023-03-16;comment
Artem;Fedorchenko;Doe;mr;21;artfed@ttu.ee;000-000-000;2023-03-16;comment
Artem;Fedorchenko;Doe;mr;21;artfed@ttu.ee;000-000-000;2023-03-16;comment
Artem;Fedorchenko;Doe;mr;21;artfed@ttu.ee;000-000-000;2023-03-16;comment
Artem;Fedorchenko;Aguero;mr;21;artfed@ttu.ee;000-000-000;2023-03-15;"comment of hope"
Artem;Fedorchenko;Aguero;mr;21;artfed@ttu.ee;000-000-000;2023-03-15;"comment of hope"
Artem;Fedorchenko;Aguero;mr;21;artfed@ttu.ee;000-000-000;2023-03-15;"comment of hope"
Artem;Fedorchenko;Aguero;mr;21;artfed@ttu.ee;000-000-000;2023-03-15;"comment of hope"
Artem;Fedorchenko;Aguero;mr;21;artfed@ttu.ee;000-000-000;2023-03-15;"comment of hope"
Artem;Fedorchenko;Aguero;mr;21;artfed@ttu.ee;000-000-000;2023-03-15;"comment of hope"
Artem;Fedorchenko;Aguero;mr;21;artfed@ttu.ee;000-000-000;2023-03-15;"comment of hope"
Artem;Fedorchenko;Aguero;mr;21;artfed@ttu.ee;000-000-000;2023-03-15;"comment of hope"
Huan;Pedro;Aguero;mr;21;artfed@ttu.ee;000-000-000;2023-04-14;"comment lecture"
Huan;Pedro;Aguero;mr;21;artfed@ttu.ee;000-000-000;2023-04-14;"comment lecture"
Huan;Pedro;Aguero;mr;21;artfed@ttu.ee;000-000-000;2023-04-14;"comment lecture"
Huando;Carlos;Naval;mr;21;artfed@ttu.ee;000-000-000;2023-03-15;"greatest barcelona player"
Facundo;Diaz;Campazzo;mr;21;artfed@ttu.ee;000-000-000;2023-03-15;"argentina basketball player"
Facundo;Diaz;Campazzo;mr;21;artfed@ttu.ee;123-456-789;2023-03-15;"argentina basketball player"
Ärtem-Gredõl;Pädro;Gonsalez;mr;21;artfed@ttu.ee;123-456-789;2023-03-15;"tere; minu; sõber"
Ärtem-Grindevält;Pedrosto;Lyutik;ms;21;artfed@ttu.ee;909-010-234;2032-09-15;comeeeent
Salma;Dinga;Mandinga;ms;21;artfed@ttu.ee;123-456-789;2023-03-15;"salma  hayek dinga"
Salma;Stepan;Banderas;mr;21;artfed@ttu.ee;123-456-789;2023-03-16;commentcommentooo
Salma;Stepan;Banderas;mr;21;artfed@ttu.ee;123-456-789;2023-03-16;commentcommentooo
Salmonella;Nutella;Churchkella;mr;21;artfed@ttu.ee;123-456-789;2023-03-15;"comment;commentooo;"
art;akakak;dladla;ms;21;artfed@ttu.ee;123-456-789;2023-03-16;"comem@;a;a;a;;; artem"
artem;artem;ladlsds;ms;21;artfed@ttu.ee;123-456-789;2023-03-17;coksodpkdpd
dksdp;dkslmklnfd;mmmmms;ms;21;artfed@ttu.ee;123-456-789;2023-03-16;"aloo alallal ; aaa"
Artemskul;ksd;sdksd;mrs;21;artfed@ttu.ee;123-456-789;2023-03-16;"allloooaallalal;allll"
Artemskul;ksd;sdksd;mrs;21;artfed@ttu.ee;123-456-789;2023-03-16;"@;;:;::;#*"
Artemskul;ksd;sdksd;mrs;21;artfed@ttu.ee;123-456-789;2023-03-16;artm::
ArtemskuldaVinci;ksd;sdksd;mrs;21;artfed@ttu.ee;123-456-789;2023-03-16;artm::
Artemskul;akakak;ddasa;ms;21;artfed@ttu.ee;123-456-789;2023-03-16;"comment;::::"
Artemskul;Fedorchenko;Comment;ms;21;fedorcenkoartem62@gmail.com;123-456-789;2023-03-16;"comment;;;;;;"
Artemskul;Comprendo;Lasr;ms;21;artfed@ttu.ee;123-456-789;2023-03-16;commento
artem;artem;Aguero;mrs;21;artfed@ttu.ee;123-456-789;2023-03-16;comme
Artemskul;akakak;Aguero;ms;21;artfed@ttu.ee;123-456-789;2023-03-16;"comment\;"
Artemskul;akakak;Aguero;ms;21;artfed@ttu.ee;123-456-789;2023-03-16;"comment\;\;\;\;\;"
Artemskul;da;Vinci;;21;artfed@ttu.ee;123-456-789;2023-03-16;1
Artemskul;da;Vinci;;21;artfed@ttu.ee;123-456-789;2023-03-16;1
Artemskul;da;Vinci;ms;21;artfed@ttu.ee;123-456-789;2023-03-16;1
Artemskul;da;Vinci;ms;21;artfed@ttu.ee;123-456-789;2023-03-16;1
artem;da;VIn;ms;21;artfed@ttu.ee;123-456-789;2023-03-16;"comment/;commnt/;"
artem-la-vista;da;VIn;ms;21;artfed@ttu.ee;123-456-789;2023-03-16;"comment/;commnt/;"
"Artemskul da Vinci";vinks;Aguero;ms;21;artfed@ttu.ee;123-456-789;2023-03-16;"comment/;commento/;"
